,cooks_d,hat_diag,student_resid,id,inducted,is_high_cooks,is_high_leverage,is_influential
1932,1.2506963358589898e-06,0.0020708031861563893,-0.11250350124531906,Hank Leiber,0,0,0,0
1933,8.125131375108504e-07,0.0010275646489420753,-0.12879441127382565,Nemo Leibold,0,0,0,0
1934,1.238655776006028e-06,0.0013287255989801237,-0.13982299209498641,Charlie Leibrandt,0,0,0,0
1935,4.6658674808338114e-07,0.0007480301264612488,-0.1144073191887251,Lefty Leifield,0,0,0,0
1938,6.762283674743172e-08,0.00036817906415361796,-0.06209359882818181,Denny Lemaster,0,0,0,0
1939,1.3555329748164304e-07,0.00039194970824727316,-0.0852048645709094,Johnnie LeMaster,0,0,0,0
1941,0.0035319153251118945,0.07119315958010784,0.9836902295196247,Bob Lemon,1,1,1,1
1942,5.674296358094671e-07,0.0014415326820675443,-0.09085318512734047,Chet Lemon,0,0,0,0
1943,2.9106006598892235e-08,0.0002704561011115684,-0.0475328473888796,Jim Lemon,0,0,0,0
1944,0.0007531684001686209,0.08182423730887309,0.42128657699175054,Buck Leonard,1,0,1,1
1945,7.196110458977606e-07,0.0010969097389208788,-0.11730993389184036,Dennis Leonard,0,0,0,0
1946,5.206504617924616e-07,0.0008308853035784941,-0.11466522780279031,Dutch Leonard,0,0,0,0
1947,0.00013633258502315993,0.02421985141117553,-0.3396250647096878,Dutch Leonard,0,0,1,1
1948,6.820350836832884e-07,0.0015745670544567284,-0.09529941671123902,Jeffrey Leonard,0,0,0,0
1949,5.571884925975322e-08,0.00030060891963088593,-0.06237987483761591,Ted Lepcio,0,0,0,0
1950,1.961049818046466e-07,0.0004662072221348829,-0.0939643692651258,Randy Lerch,0,0,0,0
1952,1.615046756759978e-07,0.00048267439148619827,-0.08380505815289922,Sam Leslie,0,0,0,0
1955,2.378741549860992e-07,0.0005229437528119584,-0.09771071731333326,Oscar Levis,0,0,0,0
1956,4.475959900595167e-07,0.0011774412438130993,-0.08929503050647149,Buddy Lewis,0,0,0,0
1959,6.190063416201978e-07,0.001093863289084342,-0.10895270409651783,Duffy Lewis,0,0,0,0
1960,5.083562444613138e-07,0.0006322228524074429,-0.12990363533008822,Joe Lewis,0,0,0,0
1963,6.999402397076301e-08,0.000385498303243636,-0.06173694953072206,Sixto Lezcano,0,0,0,0
1967,4.997859172412726e-08,0.0002870372918160183,-0.06046028004415389,Bob Lillis,0,0,0,0
1972,3.2241152099680843e-07,0.0006677347166423299,-0.10066254358279321,Paul Lindblad,0,0,0,0
1973,7.76176814248319e-08,0.0004217385913362374,-0.06215509146189795,Johnny Lindell,0,0,0,0
1974,0.010013156505348389,0.017556159741031644,3.4303169921727816,Freddie Lindstrom,1,1,1,1
1976,3.6906704231324525e-07,0.0007031560485886985,-0.10495029870928464,Frank Linzy,0,0,0,0
1979,9.366416934141317e-09,0.00015650440274532284,-0.0354486028972381,Danny Litwhiler,0,0,0,0
1980,1.0864331702682575e-07,0.0004006002485454674,-0.07545161531578737,Mickey Livingston,0,0,0,0
1982,0.0039936756191368316,0.06596919457241504,1.0896977395138907,John Henry Lloyd,1,1,1,1
1985,1.450723167750622e-05,0.0039321479602284085,-0.2777994981579804,Hans Lobert,0,0,0,0
1986,1.5024172216845699e-07,0.0004429720127542057,-0.08437631773329704,Bob Locker,0,0,0,0
1987,2.526998909456071e-06,0.002241837482160647,-0.1536819124315555,Lester Lockett,0,0,0,0
1989,4.5469780896216424e-08,0.0004732318390336853,-0.04490878595256317,Whitey Lockman,0,0,0,0
1990,5.238754486209419e-07,0.0007306889068213243,-0.12265879338774502,Skip Lockwood,0,0,0,0
1992,9.64936372833603e-08,0.0003663372051061442,-0.07435991906978068,Billy Loes,0,0,0,0
1995,1.3549162951234655e-07,0.0009769874621001976,-0.053939775096325894,Johnny Logan,0,0,0,0
1997,5.947871929260159e-05,0.013991377697240886,-0.296688400879118,Mickey Lolich,0,0,0,0
1998,0.00020929984160871303,0.0293012323189735,-0.38158684431014944,Sherm Lollar,0,0,1,1
1999,0.01853565133429032,0.03560923131729012,3.246824362392931,Ernie Lombardi,1,1,1,1
2000,5.17748856338564e-06,0.005717048445128768,-0.13751126641615843,Jim Lonborg,0,0,0,0
2002,1.117012618987123e-08,0.0002013556132034152,-0.03412817683169968,Dale Long,0,0,0,0
2003,0.0006018671248229122,0.03022911543502733,-0.6367688490286727,Herman Long,0,0,1,1
2004,3.694091300437192e-07,0.000583203628264775,-0.11529930069307288,Red Longley,0,0,0,0
2006,1.0405323825598216e-07,0.0006700104047231568,-0.057088828940737545,Eddie Lopat,0,0,0,0
2007,8.81885913290773e-08,0.00038789238466456347,-0.0690837616846685,Stan Lopata,0,0,0,0
2008,5.552347120979397e-05,0.014137768566731818,-0.28514491591429253,Davey Lopes,0,0,0,0
2009,0.0002387281345655351,0.025423830068662622,-0.4383781050438857,Al Lopez,0,0,1,1
2011,6.068073374645803e-08,0.00037528901811387087,-0.058260019125517516,Aurelio Lopez,0,0,0,0
2013,1.2710757549957434e-07,0.00047754349938908985,-0.07474552110376483,Hector Lopez,0,0,0,0
2019,0.000340979746926867,0.01687419440765587,-0.6459024965402747,Bobby Lowe,0,0,0,0
2023,8.038768317639159e-07,0.0011370761759184967,-0.12177624262911771,John Lowenstein,0,0,0,0
2024,2.0759696964047782e-07,0.0004817477936419289,-0.09510550361537522,Turk Lown,0,0,0,0
2025,1.0845241322367256e-07,0.0005753676983633441,-0.06289723350312681,Peanuts Lowrey,0,0,0,0
2026,0.0001300024263021018,0.012045107739505935,-0.47320419919100365,Red Lucas,0,0,0,0
2028,2.0980866593428269e-07,0.0006528645282555446,-0.08212360548665469,Fred Luderus,0,0,0,0
2031,4.939162056088274e-07,0.0007145121207222002,-0.12044153317165801,Mike Lum,0,0,0,0
2032,2.508378919547971e-08,0.00027016000125227197,-0.04415064181503172,Jerry Lumpe,0,0,0,0
2033,0.00011741655315137859,0.013660002734357853,-0.4219512134275012,Dick Lundy,0,0,0,0
2034,0.00021168532351483626,0.016591449367934014,-0.5133101462685602,Dolf Luque,0,0,0,0
2035,1.8543402595416726e-05,0.01162701341059814,-0.18194105468241306,Greg Luzinski,0,0,0,0
2036,4.727225559003632e-05,0.010994355723766294,-0.2988321385052871,Sparky Lyle,0,0,0,0
2037,1.8454443807996644e-07,0.0005222597874233478,-0.08611987623005098,Jerry Lynch,0,0,0,0
2038,0.0055472161179584666,0.12024434122436015,-0.9232002242114898,Fred Lynn,0,1,1,1
2040,4.504348535927756e-05,0.007974589026914437,-0.3430306168708442,Denny Lyons,0,0,0,0
2041,2.6079003804113507e-06,0.0012400606938156467,-0.210021730418411,Jimmie Lyons,0,0,0,0
2042,0.0012988869398954871,0.07406953638152518,0.5839352538792799,Ted Lyons,1,0,1,1
2045,1.8488913133715813e-05,0.0041129203591996535,-0.30661629908198723,Danny MacFayden,0,0,0,0
2047,5.668025622779403e-07,0.0007586719095683348,-0.12520847950097322,Connie Mack,0,0,0,0
2048,0.001702600686284232,0.059155245575720335,0.7540990654301264,Biz Mackey,1,1,1,1
2049,5.114470611488642e-08,0.00030827918208430353,-0.05901615889640213,Elliott Maddox,0,0,0,0
2050,1.8732669579587644e-06,0.004731576522998426,-0.09096548982629857,Garry Maddox,0,0,0,0
2053,2.6585645738209795e-06,0.004055014965740257,-0.11709940757233978,Bill Madlock,0,0,0,0
2056,0.0020322038944149434,0.03641106078248439,-1.0627289814497185,Sherry Magee,0,1,1,1
2057,2.74659343165497e-06,0.0037674722532583986,-0.12349863671901438,Sal Maglie,0,0,0,0
2059,2.5013123055060063e-07,0.0005332295619357802,-0.09922490180037738,José Magriñat,0,0,0,0
2061,3.1202405251241067e-07,0.0006893944359345196,-0.09745857235536667,Rick Mahler,0,0,0,0
2064,2.199895737943593e-07,0.0006320536655811418,-0.08546659997695592,Hank Majeski,0,0,0,0
2065,1.540234953502885e-05,0.0041870730649028465,-0.2773554760510926,Dave Malarcher,0,0,0,0
2067,1.0608776751369817e-07,0.0005252780666394537,-0.06510788330629037,Jim Maloney,0,0,0,0
2068,2.611278769943097e-06,0.0023487174698370666,-0.15261958203593515,Pat Malone,0,0,0,0
2069,1.736501462282421e-05,0.00931916448531052,-0.19689088737746296,Frank Malzone,0,0,0,0
2070,1.2260720951828392e-06,0.0015797883281414063,-0.12756304663916762,Al Mamaux,0,0,0,0
2071,5.2113615920070314e-06,0.003955212408558301,-0.16601211367683813,Gus Mancuso,0,0,0,0
2072,4.5226977292600726e-07,0.0006235662861973067,-0.12337627893795687,Clyde Manion,0,0,0,0
2073,7.462177180072572e-07,0.0008106753074398475,-0.13897697224648328,Jack Manning,0,0,0,0
2074,2.10742453965782e-07,0.0007121280461031711,-0.07880466496371732,Rick Manning,0,0,0,0
2075,1.3225934582470332e-05,0.004735635194468879,-0.24160334345681378,Les Mann,0,0,0,0
2077,1.4590929453999138e-08,0.0001949909644533346,-0.03963706936071641,Felix Mantilla,0,0,0,0
2078,3.992347827821602e-08,0.0015587414865915314,0.023173842203499096,Mickey Mantle,1,0,0,0
2079,0.0010840449501567523,0.049400650187444106,0.661859362558398,Heinie Manush,1,0,1,1
2082,3.6531746786576074e-06,0.0064083787918302795,0.10906232198253726,Rabbit Maranville,1,0,0,0
2083,8.583950443007157e-07,0.0009726332606626141,-0.13607156581930385,Firpo Marberry,0,0,0,0
2084,8.457575835935954e-07,0.0008010179509166839,-0.14884610164878084,Oliver Marcell,0,0,0,0
2085,0.0008204095323858655,0.06183882498449761,0.5112497514691735,Juan Marichal,1,0,1,1
2086,0.001032272789279552,0.06967548523918661,-0.5380022831228765,Marty Marion,0,0,1,1
2087,0.00010648054961105744,0.03154118061396035,-0.26202721204542345,Roger Maris,0,0,1,1
2090,0.002311793946246205,0.005117819683658317,3.0720447969969067,Rube Marquard,1,1,0,1
2092,4.13138439544594e-07,0.0009363395933977049,-0.09621379320639337,Armando Marsans,0,0,0,0
2093,2.4278015265175985e-07,0.0005675316423859976,-0.09475408111025907,Jack Marshall,0,0,0,0
2094,0.00010994685047515452,0.022731898219094764,-0.3150576681207549,Mike Marshall,0,0,1,1
2095,5.284536800881686e-09,0.0001473657196615069,-0.02743992206783956,Mike Marshall,0,0,0,0
2096,2.512579422241171e-07,0.0006381416708544896,-0.09090177826481229,Willard Marshall,0,0,0,0
2099,1.7022823187069115e-08,0.00018644838928488715,-0.04378301179695461,Billy Martin,0,0,0,0
2100,1.3788487078712759e-06,0.0012110151842350955,-0.15453613043380318,Buck Martinez,0,0,0,0
2104,3.767026443789379e-07,0.0005635268534946434,-0.1184484197189825,J. C. Martin,0,0,0,0
2105,9.754489760101215e-08,0.000369532834413719,-0.07443979209186431,Jerry Martin,0,0,0,0
2106,1.4726793735906018e-07,0.00043736089871283725,-0.08407149692961799,Morrie Martin,0,0,0,0
2107,8.998778373836474e-05,0.012510754191617724,-0.3862120919655664,Pepper Martin,0,0,0,0
2111,6.8227278746110504e-06,0.005241364316520378,-0.16490178525239751,Rabbit Martínez,0,0,0,0
2113,1.2085373713699154e-07,0.0005148012913997798,-0.07019530402140245,Tippy Martinez,0,0,0,0
2118,2.169590010200358e-06,0.0019099353531036364,-0.15430287430623493,Phil Masi,0,0,0,0
2119,1.2388642788877885e-06,0.0013505894443680063,-0.13869677477236186,Walt Masterson,0,0,0,0
2120,2.188577179363682e-06,0.0013722786659552877,-0.18288211414449915,Bobby Mathews,0,0,0,0
2121,0.00011051292811742114,0.027004162741090496,0.2891720562451295,Christy Mathewson,1,0,1,1
2122,0.001530833490597575,0.09467118856849936,0.5544570128436594,Eddie Mathews,1,0,1,1
2125,1.4105463086698365e-05,0.00882494604490353,-0.18239900877855833,Jon Matlack,0,0,0,0
2126,2.4356630873515986e-07,0.0007344521368409237,-0.08342130171902833,Leroy Matlock,0,0,0,0
2128,2.367003449309549e-06,0.0052794726712870905,-0.0967752629069144,Gary Matthews,0,0,0,0
2132,4.830348810461543e-06,0.0019929323913717074,-0.225382099161435,Al Maul,0,0,0,0
2133,3.477176325993956e-07,0.0006625813898599745,-0.1049444467216255,Dal Maxvill,0,0,0,0
2134,1.865248918701482e-07,0.000701182271351248,-0.07471542465596497,Charlie Maxwell,0,0,0,0
2135,2.17333486603221e-06,0.002647541832215948,-0.13112209718595147,John Mayberry,0,0,0,0
2137,5.457188086538088e-08,0.00039332458703437626,-0.0539676037019677,Carlos May,0,0,0,0
2138,3.098829991229475e-08,0.0002655110720157375,-0.04950049500144684,Dave May,0,0,0,0
2140,1.392598516762625e-07,0.0004978590761879095,-0.07662337220081256,Lee Maye,0,0,0,0
2141,8.665111941436621e-07,0.0010147948837258784,-0.13384037040474855,Jakie May,0,0,0,0
2142,7.25410404578491e-08,0.0003298980032515504,-0.06794226889941571,Jerry May,0,0,0,0
2143,1.95600893641914e-06,0.0035653375181630338,-0.10714432011951268,Lee May,0,0,0,0
2144,8.061353259839051e-08,0.00042671860565430956,-0.06297238669779026,Milt May,0,0,0,0
2146,2.686036633643341e-06,0.0017056381627662516,-0.1816985535378862,Rudy May,0,0,0,0
2147,1.3489315174161029e-05,0.003890697718191551,-0.26930495931764703,Carl Mays,0,0,0,0
2148,1.728693611048538e-13,4.223427313139435e-06,0.00092711846709577,Willie Mays,1,0,0,0
2149,0.023814964492597266,0.06380679513653109,2.708843363277098,Bill Mazeroski,1,1,1,1
2150,1.5231582108401263e-07,0.0004996535851344672,-0.07999063158384284,Lee Mazzilli,0,0,0,0
2151,2.7939111397183804e-07,0.0006013095845804872,-0.09874980957873288,Tullie McAdoo,0,0,0,0
2152,1.1874373528879695e-05,0.004388226520604706,-0.23785675707461906,Jimmy McAleer,0,0,0,0
2153,2.697178531526813e-07,0.0005782728171660521,-0.09894013505233709,George McAllister,0,0,0,0
2154,1.6687651489263356e-06,0.0020357742833541155,-0.1310689839189046,Dick McAuliffe,0,0,0,0
2155,1.0740200274548694e-07,0.0004668275905635075,-0.0694922199102505,Al McBean,0,0,0,0
2156,9.952458872343174e-08,0.000765359624259636,-0.052236709248854374,Bake McBride,0,0,0,0
2157,0.00010485790269040005,0.017112035773590162,-0.355640653509478,George McBride,0,0,0,0
2161,7.65000185747842e-07,0.0008786503125234985,-0.1351579211717888,Jack McCarthy,0,0,0,0
2162,2.2289649446121244e-07,0.0005305437300673247,-0.09390429069951332,Johnny McCarthy,0,0,0,0
2163,2.515335072191817e-05,0.009415229767792369,-0.2357425258258584,Tim McCarver,0,0,0,0
2164,0.006308022525923824,0.01570760381024436,2.8811333586954895,Tommy McCarthy,1,1,0,1
2166,1.2336914663307051e-05,0.0035988183017700644,-0.26782436534161985,Bob McClure,0,0,0,0
2167,5.143667588165928e-07,0.0007945290538126337,-0.11655169793943233,Barry McCormick,0,0,0,0
2168,0.0013707459549153072,0.07548968807342014,-0.5937453183025588,Frank McCormick,0,0,1,1
2169,1.7497416004071053e-07,0.0004699603153419641,-0.08840237609338739,Jim McCormick,0,0,0,0
2170,1.1315519946065135e-07,0.0003800322265705608,-0.07905951629529691,Mike McCormick,0,0,0,0
2171,4.894829109768187e-05,0.017768786220775285,-0.23837263589820432,Mike McCormick,0,0,1,1
2172,1.9396602995812122e-07,0.0012363978603938922,-0.0573620570229832,Barney McCosky,0,0,0,0
2173,0.0026548014947546466,0.10505048980372803,0.6891692645583094,Willie McCovey,1,1,1,1
2175,2.7873186279415934e-07,0.0005452433374563662,-0.10358320436727077,Tommy McCraw,0,0,0,0
2176,4.4770958007790786e-07,0.0011952878843065648,-0.08863635203482528,Clyde McCullough,0,0,0,0
2177,1.4511421972995506e-07,0.00042620684489441945,-0.08453992406234354,Harry McCurdy,0,0,0,0
2178,3.6161211341976913e-05,0.009232729310250673,-0.28546436798750996,Lindy McDaniel,0,0,0,0
2179,2.7638504981219654e-07,0.0005145697309773036,-0.10617763242822477,Mickey McDermott,0,0,0,0
2181,1.932258783380866e-06,0.0013397328215834993,-0.173917017676485,Webster McDonald,0,0,0,0
2182,2.4549539994035528e-05,0.008840187380462447,-0.2404210192070188,Gil McDougald,0,0,0,0
2185,9.126178113720108e-05,0.015802617667855096,-0.34548619945710174,Sam McDowell,0,0,0,0
2186,2.909284663389378e-06,0.002903462679238196,-0.14484824451280562,Terris McDuffie,0,0,0,0
2188,1.5808494278412007e-06,0.000998541932659983,-0.18224465838612017,Ed McFarland,0,0,0,0
2189,2.2179772293087966e-07,0.0005154179396659364,-0.09503782162859259,Andy McGaffigan,0,0,0,0
2190,1.180120827399282e-05,0.003336368376320936,-0.27208850375073634,Dan McGann,0,0,0,0
2191,9.033164125655931e-07,0.0011455330688670954,-0.12861063739465267,Chippy McGarr,0,0,0,0
2192,1.144105936393829e-06,0.0013559107660809978,-0.13302478946676685,Mike McGeary,0,0,0,0
2194,0.003003481798131407,0.00045651564877266754,11.751550229043092,Joe McGinnity,1,1,0,1
2195,6.413263104886105e-08,0.0003545505023610186,-0.06162162122709803,Lynn McGlothen,0,0,0,0
2197,0.00036121013452046204,0.021715500791348354,-0.58457100760884,John McGraw,0,0,1,1
2198,1.31867531667796e-05,0.0067177723121440045,-0.20234956649325175,Tug McGraw,0,0,0,0
2199,5.057287641273089e-07,0.001130532053615265,-0.09686823890640736,Scott McGregor,0,0,0,0
2201,0.001597123296864465,0.04426893720627715,-0.8509365391042892,Deacon McGuire,0,0,1,1
2203,1.066666016706917e-06,0.0011334253304165723,-0.14050156442408218,Henry McHenry,0,0,0,0
2204,0.0031381218339722803,0.037788434754727575,-1.2953895292985456,Stuffy McInnis,0,1,1,1
2205,3.8120022576077574e-07,0.0007707311907035022,-0.10187493106425596,Matty McIntyre,0,0,0,0
2206,0.0005292796323980263,0.025834907626097477,-0.6473886236760259,Ed McKean,0,0,1,1
2207,2.0883686173288152e-07,0.0004827377741354138,-0.0952911864352255,Bill McKechnie,0,0,0,0
2208,5.438856281156466e-05,0.014796520654860127,-0.27576973701464347,Denny McLain,0,0,0,0
2209,3.3012149519358214e-07,0.0006206809517563475,-0.10565195054190285,Larry McLean,0,0,0,0
2211,7.832543939792939e-07,0.0016054753214887207,-0.10113706483287913,Cal McLish,0,0,0,0
2213,2.0791152095622195e-06,0.0018186502687036988,-0.15480288675359738,Don McMahon,0,0,0,0
2214,0.00012989476953441373,0.018966204054100762,-0.3756273913899404,Marty McManus,0,0,1,1
2215,4.941226287095847e-07,0.0016263590766983438,-0.07981147795227309,Roy McMillan,0,0,0,0
2216,1.505456657701269e-07,0.0006090347322092203,-0.0720261920982484,Ken McMullen,0,0,0,0
2217,1.508485248550442e-06,0.0017016495335530624,-0.13632493472165716,Eric McNair,0,0,0,0
2218,7.547534231716085e-06,0.0022991477201431882,-0.2622581098950055,Hurley McNair,0,0,0,0
2219,3.286031265378333e-05,0.00855617679880149,-0.282774129253179,Dave McNally,0,0,0,0
2220,2.1091070868240844e-07,0.0005101451961661226,-0.09315394619639751,Mike McNally,0,0,0,0
2221,0.00020787041700400487,0.025654661767561596,0.40717330783963646,Bid McPhee,1,0,1,1
2222,1.4920529150138783e-07,0.0004349746425748585,-0.08485458544240909,George McQuillan,0,0,0,0
2223,5.016236683815656e-06,0.005900998356189199,-0.13321426388113564,George McQuinn,0,0,0,0
2224,1.481654748659688e-07,0.0004513646890877331,-0.08300826393824788,Hugh McQuillan,0,0,0,0
2226,5.8366447460969275e-05,0.019237496397842967,-0.24997635350095215,Hal McRae,0,0,1,1
2227,1.9456155542677077e-07,0.0008482603359084975,-0.06937281323112139,Kevin McReynolds,0,0,0,0
2228,2.1446659107272297e-06,0.0019902139422567126,-0.1502820080764457,Larry McWilliams,0,0,0,0
2229,1.0359737532550224e-06,0.0008797748676804237,-0.15718356087249175,Lee Meadows,0,0,0,0
2232,3.3418734646364213e-07,0.0006872231174922187,-0.10101979625846733,Doc Medich,0,0,0,0
2233,3.3922836957743673e-08,0.0007703467577924898,0.03039801725700176,Joe Medwick,1,0,0,0
2234,3.0414351369479223e-07,0.0006250198043481546,-0.10105697027188172,Jouett Meekin,0,0,0,0
2235,2.054859013579245e-07,0.0005860311744648358,-0.08578532683364731,Sam Mele,0,0,0,0
2236,7.526356050867974e-06,0.0032332511453246776,-0.22073900375499853,Oscar Melillo,0,0,0,0
2237,4.815699634409713e-09,0.00013896106461766766,-0.026975071190320516,Bill Melton,0,0,0,0
2238,6.433540831440194e-08,0.00031616895863621655,-0.06535915032640188,Bob Melvin,0,0,0,0
2239,0.0015519515277389174,0.0007600528291967797,6.545784865686299,José Méndez,1,0,0,0
2241,9.911750910623094e-08,0.00041328060284139776,-0.07095329436870824,Denis Menke,0,0,0,0
2245,1.676561349217179e-05,0.005837600598271818,-0.2448673324846321,Fred Merkle,0,0,0,0
2246,1.6793068780214864e-07,0.0005553989785202258,-0.07966205501147863,Jim Merritt,0,0,0,0
2247,1.9071099351138797e-05,0.006189901350785065,-0.2535755350964001,Sam Mertes,0,0,0,0
2249,5.956260040872854e-06,0.005609742388843679,-0.14890299864840562,Andy Messersmith,0,0,0,0
2250,3.882861354075693e-08,0.000257825264279331,-0.05622984158825834,George Metkovich,0,0,0,0
2251,3.162050987862832e-07,0.0009425405378116487,-0.08389562159343243,Roger Metzger,0,0,0,0
2252,1.2841769350922453e-05,0.006460013469848085,-0.20365639110929387,Bob Meusel,0,0,0,0
2253,1.0329716234053465e-06,0.0014764675756160214,-0.12112144356010263,Irish Meusel,0,0,0,0
2254,1.7317269546967722e-07,0.0006819519494517141,-0.07300024769324893,Dan Meyer,0,0,0,0
2255,2.3975934751029133e-07,0.0005713652478938915,-0.09384613791510735,Russ Meyer,0,0,0,0
2257,3.364154641784704e-07,0.0007813629264883494,-0.09504986078179972,Cass Michaels,0,0,0,0
2258,6.356591139421317e-08,0.0003136221519950722,-0.06523044005306167,Gene Michael,0,0,0,0
2261,3.520304297978934e-07,0.0006084378551042334,-0.11019438772230956,Eddie Miksis,0,0,0,0
2262,8.820745385959535e-05,0.01799863271900056,-0.3179058935952014,Clyde Milan,0,0,1,1
2263,1.4516371585073103e-07,0.0004188891204590297,-0.08529001004548668,Larry Milbourne,0,0,0,0
2264,4.432298493033144e-08,0.00044684477067159485,-0.04562981991601066,Felix Millan,0,0,0,0
2267,6.229819002827093e-06,0.00308343463702034,-0.20566452880456623,Bing Miller,0,0,0,0
2268,1.623878501626728e-07,0.0005254082948873347,-0.08054226341763641,Bob Miller,0,0,0,0
2269,3.7472631810026866e-06,0.001841555201147251,-0.2065257068696293,Bob Miller,0,0,0,0
2272,3.4047496274606766e-06,0.0018701635544006452,-0.19534664742909932,George Miller,0,0,0,0
2273,1.084381544200937e-05,0.004463472080018642,-0.22536833420831148,Dots Miller,0,0,0,0
2274,9.396811147565521e-06,0.009611649764256039,-0.14259480041194134,Eddie Miller,0,0,0,0
2275,1.9969205467439294e-07,0.0006405178314950042,-0.08088822335173954,Henry Miller,0,0,0,0
2276,1.2506852488589015e-07,0.00040910511885052853,-0.08010826949365206,Norm Miller,0,0,0,0
2277,2.753489296031569e-07,0.000577458393620527,-0.10003812995327219,Otto Miller,0,0,0,0
2278,3.6808986162437994e-07,0.0005915292566969581,-0.11427993207124398,Percy Miller,0,0,0,0
2279,9.246537264409373e-07,0.0012035885348158637,-0.12694005294552857,Rick Miller,0,0,0,0
2280,6.232011505085621e-06,0.00412645107909937,-0.17772049692498204,Stu Miller,0,0,0,0
2282,5.040507935721997e-07,0.0008303913905223536,-0.11285608691059809,John Milligan,0,0,0,0
2285,3.4381073326290523e-07,0.0008576457248851577,-0.09171261650742872,John Milner,0,0,0,0
2287,8.162007875483332e-08,0.00043977199987981294,-0.06241641902489407,Don Mincher,0,0,0,0
2288,1.539700101693097e-07,0.00046492740691074345,-0.08337467641264117,Steve Mingori,0,0,0,0
2289,1.382014185905276e-07,0.0004205661953712483,-0.08305339176167592,Paul Minner,0,0,0,0
2290,6.434060653101585e-06,0.011302610506190683,0.10871626798093971,Minnie Miñoso,1,0,0,0
2291,1.1307630294611407e-06,0.0013632031914648775,-0.13189214545505,Greg Minton,0,0,0,0
2293,4.838546639440529e-07,0.0006676606378405195,-0.12332303311104913,Paul Mirabella,0,0,0,0
2294,1.0636709478959028e-05,0.0038495422740758897,-0.24042034660481573,Clarence Mitchell,0,0,0,0
2295,4.594239564809474e-08,0.0004819870622185095,-0.04472950461716343,Dale Mitchell,0,0,0,0
2296,1.012974935301546e-06,0.001050222649860665,-0.14224602337976927,George Mitchell,0,0,0,0
2298,2.1328874407270226e-07,0.0005010327231229512,-0.09452610112714288,Willie Mitchell,0,0,0,0
2299,6.091435406322034e-08,0.0003072040714835495,-0.06451924350900731,George Mitterwald,0,0,0,0
2300,7.71112378863878e-06,0.009680487489260684,0.12870859186389813,Johnny Mize,1,0,0,0
2304,3.397821686258967e-07,0.0005918136118541077,-0.10977132733624663,Randy Moffitt,0,0,0,0
2305,1.3107023690016121e-06,0.0010498506586345455,-0.1618340247945225,George Mogridge,0,0,0,0
2309,3.5057798886502495e-07,0.0010408016959755411,-0.08406047688792781,Bill Monbouquette,0,0,0,0
2310,1.9970161020652777e-06,0.0022766979983721053,-0.13556662228286917,Rick Monday,0,0,0,0
2312,2.1857033001849468e-07,0.0009816341592444094,-0.06834663798028673,Don Money,0,0,0,0
2313,2.9341418376497528e-08,0.00029015411876331384,-0.04607579253920181,Sid Monge,0,0,0,0
2314,1.125876579227607e-06,0.0008892482553362873,-0.16298601643141944,Sam Mongin,0,0,0,0
2315,9.198620778071494e-07,0.0008022527281397268,-0.15511047459912378,Bill Monroe,0,0,0,0
2316,1.5093258827411183e-07,0.0007655430849727967,-0.06432059289186713,Willie Montanez,0,0,0,0
2317,1.7287250559095482e-06,0.0022577795650474907,-0.12666044712796282,John Montefusco,0,0,0,0
2320,1.1365144398366953e-07,0.0003966235685465557,-0.07755712911716141,Bob Montgomery,0,0,0,0
2322,3.96446115305122e-06,0.004402585733798365,-0.1372112433394694,Wally Moon,0,0,0,0
2323,6.138944826625063e-07,0.0007807417470607562,-0.12844973400368534,Charlie Moore,0,0,0,0
2324,2.9061029674534224e-07,0.0007800642972869471,-0.08841592418452521,Donnie Moore,0,0,0,0
2325,6.083529991112704e-07,0.0007014149758084867,-0.13491107200337424,Earl Moore,0,0,0,0
2326,1.4205135289795565e-07,0.0004102550570478895,-0.08525429333425354,Eddie Moore,0,0,0,0
2327,3.597879033445586e-07,0.0007547366288077389,-0.10001640990714726,Gene Moore,0,0,0,0
2328,8.67137073581481e-07,0.0008114387755971443,-0.14974398029838787,Harry Moore,0,0,0,0
2329,2.0287097140852681e-07,0.0007967300949952062,-0.07309554591262464,Johnny Moore,0,0,0,0
2330,3.4652755070551222e-06,0.005347198814366188,-0.11634591002998262,Jo-Jo Moore,0,0,0,0
2332,1.0953801077848692e-07,0.00041869154386463844,-0.07410611408165445,Randy Moore,0,0,0,0
2333,1.7038576144453327e-07,0.0004388778735032769,-0.09027326121073298,Ray Moore,0,0,0,0
2334,3.956010124817133e-07,0.0011754966072321956,-0.08401798247449384,Terry Moore,0,0,0,0
2335,1.6038974243271423e-07,0.00046998213182311934,-0.08463601163523865,Bob Moose,0,0,0,0
2337,2.449060933787533e-07,0.0006025849737269475,-0.09235691223578375,Jerry Morales,0,0,0,0
2338,1.4639072834918411e-07,0.000496106799466588,-0.07869933968904691,Jose Morales,0,0,0,0
2342,3.9552134023814403e-07,0.0006218024593199411,-0.1155402559634681,Pat Moran,0,0,0,0
2344,3.685960414229292e-08,0.00031341633379660056,-0.04968852438014579,Keith Moreland,0,0,0,0
2346,1.0513254450484432e-06,0.0014987538560734337,-0.12127949616201517,Omar Moreno,0,0,0,0
2347,1.6690599447339992e-07,0.00046358894576106974,-0.08693174321726511,Cy Morgan,0,0,0,0
2348,2.055571161514833e-06,0.005809518905172297,0.08594895903292013,Joe Morgan,1,0,0,0
